stockcode,description,total_sales
79063d,"retro pill box , revolutionary",35.14
90131,pink/amethyst/gold necklace,34.870000000000005
23196,leaves magnetic  shopping list,34.8
90049,ivory gold metal bag charm,34.77
90059f,diamante hair grip pack/2 lt rose,34.69
20827,gold aperitif glass,34.32
79406,frosted white base,34.12
84873a,funky flower picnic bag for 4,33.9
90026c,glass bead hoop necklace green,33.82
90024c,new baroque b'fly necklace green,33.81
90038c,glass and beads bracelet ivory,33.69
81950b,flower blue clock with sucker,33.64
72783,black sil't squ candle plate,33.6
90129d,amber glass tassle bag charm,33.440000000000005
23390,dolly girl mini rucksack,33.2
37423,white with black cats plate,33.18
35610c,white christmas flock droplet,32.51
17109d,flower fairy incense bouquet,32.349999999999994
90186a,amethyst hoop earring floral leaf,32.16
37468,hardman mug 3 assorted,32.03
84824,danish rose umbrella stand,31.9
90036b,"flower glass garland neckl.36""green",31.8
23366,set 12 colour pencils doiley,31.200000000000003
23632,set 10 cards cheerful robin 17065,31.200000000000003
22937,baking mould cupcake chocolate,30.6
85018d,yuletide images s/6 paper boxes,30.6
22937,baking mould chocolate cup cakes,30.6
44228,cannabis leaf bead curtain,30.599999999999998
37471,multicolour polkadot plate,30.43
90176b,diamante necklace black,30.12
23250,enamel bowl pantry,30.0
20878,set/9 christmas t-lights scented,30.0
23252,enamel jug pantry,30.0
23437,gift bag large 50's christmas,30.0
23396,butterfly cushion cover,30.0
22953,birthday banner tape,30.0
35610b,black christmas flock droplet,30.0
90176e,diamante necklace green,29.98
90195b,black gemstone bracelet,29.98
90039a,fire polished glass bracelet red,29.96
21310,capiz chandelier,29.95
90122b,jade crystal+glass bracelet,29.93
21667,glass cake cover and plate,29.9
90136,pale pink/amethyst stone necklace,29.849999999999998
90014c,silver/black orbit necklace,29.849999999999998
90159,cote d'azure necklace,29.790000000000003
90120a,pink murano twist bracelet,29.73
90001d,antique olive green flower earrings,29.73
21757,lighthouse printed metal sign,29.700000000000003
23530,"wall art,only one person",29.700000000000003
21040,modern vintage cotton shopping bag,29.7
35816p,"acrylic jewel angel,pink",29.64
90214i,"letter ""i"" bling key ring",29.62
84706d,cherry blossom table clock,29.599999999999998
17136a,blue stones on wire for candle,29.59
90162d,ant silver purple boudicca ring,29.500000000000004
84465,15 pink fluffy chicks in box,29.5
82605,old doc russel metal sign,29.4
85030,french chateau oval platter,29.25
90214n,"letter ""n"" bling key ring",29.23
90183c,black drop earrings w long beads,29.05
21011,glitter snow pear tree decoration,28.999999999999996
84199,glow in dark dolphins,28.98
90152a,silver/nat shell necklace w pendant,28.76
84803b,white allium  artificial flower,28.73
90093,clear crystal star phone charm,28.569999999999997
90027d,glass bead hoop earrings amethyst,28.4
17165d,ass col large sand frog p'weight,28.35
23380,pack of 12 doiley tissues,28.08
84798b,purple foxglove artiifcial flower,28.05
90005a,jade green enamel hair comb,28.02
90214r,"letter ""r"" bling key ring",28.009999999999998
84613a,pink new baroque flock candlestick,27.9
23613,set 10 xmas cards & badges 17070,27.39
23637,set 10 cards out of order 17216,27.39
85126,large round cutglass candlestick,27.14
79323p,pink cherry lights,27.0
23702,high resolution image,27.0
44235,assorted coloured circle mobile,26.88
35598a,dusty pink christmas tree 60cm,26.550000000000004
84675,frog king watering can,26.55
90059b,diamante hair grip pack/2 black dia,26.52
21836,gingham oven glove red heart,26.490000000000002
72140e,best dad candle letters,26.349999999999998
90212c,purple las vegas bracelet round,26.25
23636,set 10 cards wishing tree 17116,26.19
85017c,envelope 50 curious images,26.17
35916b,blue felt hanging heart w flower,26.11
84968b,set of 16 vintage ivory cutlery,25.5
90026d,glass bead hoop necklace amethyst,25.5
35910b,pink flowers rabbit easter,25.349999999999998
90026b,glass bead hoop necklace montana,25.32
90037b,tiny crystal bracelet green,25.28
90013d,purple vintage earrings,25.17
90033,ivory shell heart earrings,25.07
23104,ivory pantry hanging lamp,25.0
22135,ladle love heart pink,24.98
23214,bell heart antique gold,24.96
90016c,silver/black pendant orbit necklace,24.96
23620,set 10 cards perfect post 17090,24.900000000000002
23240,set of 4 knick knack tins  doiley,24.9
85115b,s/4 black disco partition panel,24.87
90043,copper and brass bag charm,24.810000000000002
90059c,diamante hair grip pack/2 montana,24.79
90214b,"letter ""b"" bling key ring",24.77
90141e,orange pendant triple shell necklac,24.75
84854,girly pink tool set,24.75
20778,garden path notebook,24.75
20820,silver looking mirror,24.75
84993b,75 black petit four cases,24.36
90076,montana diamond cluster earrings,24.12
21461,blue easter egg hunt start post,23.86
84562a,pink/white ribbed melamine jug,23.85
47503j,set/3 floral garden tools in bag,23.85
21357,toast its - dinosaur,23.75
85160a,white bird garden design mug,23.63
35909b,pink flowers rabbit easter,23.6
35909a,rabbit easter decoration,23.6
90083,crystal czech cross phone charm,23.47
22246,"garland, magic garden 1.8m",23.4
23244,cannister vintage leaf design,23.4
90176c,diamante necklace,23.32
23623,set 10 card christmas welcome 17112,23.28
90182a,amber 3 bead drop earrings,23.2
90104,purple frangipani hairclip,23.16
23236,storage tin vintage doiley,23.13
23106,zinc plant pot holder,23.12
85195,hanging heart basket,23.1
85206b,pink felt easter egg basket,23.099999999999998
22351,dotcomgiftshop tea towel,23.09
90214y,"letter ""y"" bling key ring",22.839999999999996
23145,zinc t-light holder stars large,22.8
90188,drop earrings w flower & leaf,22.58
90054,cracked glaze earrings red,22.58
90039c,fire polished glass bracelet black,22.48
90176a,classic diamante necklace jet,22.48
23645,set 10 christmas cards hohoho 16956,22.410000000000004
23640,set 10 cards scottie dog 17211,22.410000000000004
21018,bird box christmas tree decoration,22.06
90035c,"pearl & shell 42""neckl. ivory",21.5
84387a,bird on branch canvas screen,21.45
84551,crochet dog keyring,21.45
20695,floral blue monster,21.25
90001b,antique mid blue flower earrings,21.15
90001c,antique opal white flower earrings,21.130000000000003
90125e,amber bertie glass bead bag charm,21.05
23691,keep calm birthday wrap,21.0
16169p,wrap green russian folkart,21.0
23692,wrap a pretty thank you,21.0
90001a,antique raspberry flower earrings,20.950000000000003
17001,heavens scent fragrance oils asstd,20.88
23388,woodland mini rucksack,20.75
90141d,rose pendant triple shell necklace,20.36
90214p,"letter ""p"" bling key ring",20.229999999999997
90034,white silver necklace shell glass,20.17
84415b,blue flock cushion cover,20.0
23646,set 10 cards jingle bells 16957,19.92
23616,set 10 cards jingle bells 17217,19.92
23601,set 10 cards snowy snowdrops  17100,19.92
21681,giant medina stamped metal bowl,19.9
22776,"cakestand, 3 tier, loveheart",19.9
37491a,yellow/pink ceramic candle holder,19.81
23249,enamel dinner plate pantry,19.8
23031,doorknob cracked glaze pink,19.8
23029,doorknob cracked glaze green,19.8
90156,resin bracelet w pastel beads,19.8
85024c,pink small jewelled photoframe,19.799999999999997
37487b,yellow/orange flower design plate,19.72
85028l,french chateau large fruit bowl,19.5
79062d,"retro tin ashtray,revolutionary",19.4
85047,white beaded garland string 20light,19.049999999999997
23056,crystal chandelier t-light holder,18.75
21538,dairy maid  pudding bowl,18.75
21416,clam shell large,18.75
84856s,small tahiti beach bag,18.6
90041,pearl and cherry quartz braclet,18.27
35607b,black feather christmas decoration,18.240000000000002
72821,cupid scented candle in glass,18.15
90060d,fire polished glass neckl bronze,17.85
21661,vintage glass tea caddy,17.85
84856l,large tahiti beach bag,17.82
22134,ladle love heart red,17.82
20935,round cactus candle,17.700000000000003
90162a,ant silver turquoise boudicca ring,17.700000000000003
90027a,glass bead hoop earrings black,17.66
90179b,purple fine bead necklace w tassel,17.59
90011a,midnight blue crystal drop earrings,17.509999999999998
90130a,white stone/crystal earrings,17.5
79331,pink flock glass candleholder,17.5
35597d,pink/white christmas tree 30cm,17.479999999999997
23627,set 10 cards xmas graphic  17218,17.43
22963,jam jar with blue lid,17.28
37489d,pink/green flower design big mug,17.16
44092c,purple/copper hanging lampshade,17.0
35645,vintage bead pink jewel box,17.0
47574b,english rose scented hanging heart,17.0
90026a,glass bead hoop necklace black,17.0
85084,holly top christmas stocking,17.0
23342,mint diner clock,17.0
22777,glass bell jar large,17.0
21120,*boombox ipod classic,16.98
21595,dad's cab electronic meter,16.94
20954,*usb office mirror ball,16.94
90024d,new baroque b'fly necklace pink,16.82
90024e,new baroque b'fly necklace montana,16.810000000000002
21144,pink poodle hanging decoration,16.8
37489b,blue/yellow flower design big mug,16.77
23644,set 10 cards christmas tree 16955,16.65
dcgs0004,haynes camper shoulder bag,16.63
90137,pink combo mini crystals necklace,16.310000000000002
16248b,blue hole punch,16.25
35647,vintage bead pink shade,16.25
23502,playing cards vintage doiley,16.25
90214v,"letter ""v"" bling key ring",15.979999999999999
72815,3 wick christmas briar candle,15.97
84795c,ocean stripe hammock,15.9
85136b,blue shark helicopter,15.9
22778,glass bell jar small,15.8
dcgs0069,ooh la la dogs collar,15.79
78034b,blue netting storage hanger,15.6
20816,gold flower cushion cover,15.6
90214f,"letter ""f"" bling key ring",15.429999999999998
22932,baking mould toffee cup  chocolate,15.3
17107d,flower fairy 5 summer draw liners,15.3
35817p,"acrylic jewel snowflake,pink",15.3
90132,light topaz teal/aqua col necklace,15.16
72024u,lilac votive candle,15.120000000000001
90140,pink sweetie necklace,15.120000000000001
35610a,pink christmas flock droplet,15.02
23212,painted heart wreath with bell,15.0
90189a,silver 2 strand necklace-leaf charm,15.0
84462,3 pink hen+chicks in basket,15.0
84415a,pink flock suede cushion cover,15.0
23449,set of 6 easter rainbow chicks,15.0
84705c,pink flock photo frame,15.0
90078,pink/white glass demi choker,15.0
90069,ruby glass cluster necklace,15.0
17191a,rose flower candle+incense 16x16cm,15.0
23251,enamel mug pantry,15.0
90025f,baroque butterfly earrings crystal,14.96
23282,folding mirror ivory,14.940000000000001
23281,folding mirror red,14.940000000000001
23621,set 10 cards david's madonna 17074,14.940000000000001
90048,green with metal bag charm,14.85
90046,white with metal bag charm,14.85
85031c,curious images scrap book set,14.85
84593,crochet rose des clothes hanger,14.750000000000002
23634,set 10 cards xmas choir 17068,14.55
16202b,pastel blue photo album,14.5
90027c,glass bead hoop earrings green,14.5
90182b,amethyst 3 bead drop earrings,14.5
37489a,yellow/pink flower design big mug,14.43
47593a,carousel ponies baby bib,14.37
90052,cracked glaze necklace brown,14.14
62043b,blue check bag w handle 34x20cm,14.110000000000001
71143,antique silver book mark with beads,14.11
90089,pink crystal skull phone charm,13.94
23540,"wall art , the magic forest",13.9
79336,light pink flock glass candleholder,13.679999999999998
37489c,green/blue flower design big mug,13.65
85017a,envelope 50 romantic images,13.58
90065b,black vint art dec crystal bracelet,13.5
90214t,"letter ""t"" bling key ring",13.459999999999999
84745a,pink hanging gingham easter hen,13.44
84745b,blue hanging gingham easter hen,13.44
90014c,silver and black orbit necklace,13.350000000000001
23639,set 10 cards magical tree 17086,13.32
23607,set 10 cards hats & stockings 17081,13.28
23271,christmas table candle silver spike,13.28
22952,72 cake cases vintage christmas,13.2
37491c,green/blue ceramic candle holder,13.2
84388,wise man star shape egg pan,13.139999999999999
37462e,"pet mug, goldfish",13.1
16162l,the king gift bag,13.0
47013c,wine bottle dressing dark blue,12.97
18097a,pink tall porcelain t-light holder,12.75
21895,potting shed sow 'n' grow set,12.72
dcgs0070,camouflage dog collar,12.72
90042c,freshwater pearl bracelet ivory,12.7
90055,cracked glaze earrings brown,12.53
90037c,tiny crystal bracelet blue,12.52
20671,blue teatime print bowl,12.5
23071,marie antoienett trinket box gold,12.5
23635,set 10 cards christmas holly  17259,12.48
90020,filigree diamante chain,12.48
23654,set 10 card snowman 16965,12.450000000000001
79329,pink flock glass candleholder,12.18
84016,flag of st george car flag,12.16
90178b,purple chunky glass+bead necklace,11.95
90021,laser cut multi strand necklace,11.95
84620,blue gingham rose cushion cover,11.9
84614a,pink baroque flock candle holder,11.9
44092b,blue white plastic rings lampshade,11.899999999999999
90214z,"letter ""z"" bling key ring",11.84
37444b,blue breakfast cup and saucer,11.8
35818b,"acrylic jewel icicle, blue",11.78
16162m,the king gift bag 25x24x12cm,11.76
16043,pop art push down rubber,11.759999999999998
23605,set 10 cards 12 days of xmas 17059,11.64
23608,set 10 cards rudolphs nose 17097,11.64
71050,small single flame candle holder,11.55
72798c,set/4 garden rose dinner candle,11.549999999999999
90152b,blue/green shell necklace w pendant,11.46
17164b,ass col small sand gecko p'weight,11.34
23299,"food cover with beads , set 2 sizes",11.25
90025d,baroque butterfly earrings pink,11.19
37488a,yellow pink flower design big bowl,10.92
79026b,"s/4 icon coaster,elvis lives",10.61
16169n,wrap blue russian folkart,10.5
16161m,wrap  pink flock,10.5
35966,folkart christmas tree t-light hold,10.260000000000002
35958,folkart zinc star christmas dec,10.2
40005b,blue organdy round lampshade w bea,10.2
85109,pink boudoir t-light holder,10.2
44089c,lilac gauze butterfly lampshade,10.08
23086,zinc star t-light holder,10.0
90053,cracked glaze earrings ivory,9.99
23650,set 10 cards filigree bauble 16961,9.96
23624,set 10 card perfect nativity 17089,9.96
23615,set 10 cards printed graphic 17219,9.96
23619,set 10 cards poinsettia 17093,9.96
84689,s/2 beach hut treasure chests,9.95
37474,set/4 2 tone egg shape mixing bowls,9.95
dcgs0003,boxed glass ashtray,9.94
37491d,purple/blue ceramic candle holder,9.879999999999999
44242a,lilac feathers curtain,9.48
23441,hand painted hanging easter egg,9.24
35809b,enamel blue rim tea container,9.18
90181c,black glass/shell/pearl necklace,9.15
37351,orange flower mug,9.06
45013,folding shoe tidy,8.850000000000001
84773,red rose and lace c/cover,8.850000000000001
20906,vintage notebook beauty girl,8.850000000000001
90077,black diamond cluster earrings,8.82
90027b,glass bead hoop earrings montana,8.76
90011e,amber crystal drop earrings,8.76
90011d,purple crystal drop earrings,8.76
16206b,red purse with pink heart,8.75
90130d,red stone/crystal earrings,8.7
84732b,cute bird ceature screen,8.58
90167,beaded love heart jewellery set,8.5
44265,m/colour pom-pom curtain,8.5
90102,white frangipani hair clip,8.5
72803b,ocean scent candle jewelled drawer,8.47
21410,country cottage  doorstop green,8.47
84975,heart shaped mirror,8.45
20871,opulent velvet set/3 candles,8.42
21594,dr. jam's arouzer stress ball,8.34
23612,set 10 minicards cute snowman 17071,8.299999999999999
84924f,psychedelic metal sign calendar,7.9
16244b,maxwell 2 tone blue 60 page photo a,7.85
35607a,pink fluffy christmas decoration,7.82
90042a,freshwater pearl bracelet gold,7.6499999999999995
85189,hanging butterfly  egg,7.6499999999999995
79149b,silicon star bulb  blue,7.56
21827,eight piece creepy crawlie set,7.5
90068,"ruby glass necklace 42""",7.5
37379a,pink cherry blossom cup & saucer,7.5
90025a,baroque butterfly earrings black,7.5
16202e,black photo album,7.5
23633,set 10 cards world children 17067,7.470000000000001
62097b,blue stripes shoulder bag,7.470000000000001
90128a,pink leaves and beads phone charm,7.43
71496b,a4 wall tidy red flowers,7.37
85144,jardin etched glass butter dish,7.25
10124g,army camo bookcover tape,7.14
90214w,"letter ""w"" bling key ring",6.819999999999999
90214o,"letter ""o"" bling key ring",6.819999999999999
35443,rasta in bath w spliff ashtray,6.8
84802b,purple anemone artificial flower,6.76
62074b,elephant clip w suction cup,6.72
10124a,spots on red bookcover tape,6.72
21186,white dove honeycomb paper garland,6.72
35833g,4 gold flock christmas balls,6.72
23604,set 10 mini santa & snowman  17087,6.640000000000001
37491b,blue/yellow ceramic candle holder,6.6
20678,large black diamante hairslide,6.6
90126c,amber bertie mobile phone charm,6.58
85224,assorted colour silk glasses case,6.300000000000001
44089a,pink gauze butterfly lampshade,6.3
35591t,turquoise christmas tree,6.25
21228,"pocket mirror ""glamorous""",6.25
85225,bling key ring stand,6.25
23610,set 10 cards christmas robin 17095,6.24
90152c,blue/nat shell necklace w pendant,5.95
90060b,fire polished glass neckl gold,5.95
84499,black flower candle plate,5.949999999999999
90014b,gold m.o.p. orbit necklace,5.9
35598c,white christmas tree 60cm,5.9
79161a,st george set of 10 party lights,5.9
84228,hen house with chick standing,5.88
23638,set 10 cards robin waterpump  17096,5.82
23652,set 10 card christmas stamps 16963,5.82
23617,set 10 cards swirly xmas tree 17104,5.82
90011c,green crystal drop earrings,5.8
90067b,brown vintage victorian earrings,5.8
23630,set 10 cards hanging baubles 17080,5.48
35004p,set of 3 pink flying ducks,5.45
21839,mummy mouse red gingham ribbon,5.45
81953p,round articulated pink clock w/suck,5.32
20964,polyester filler pad 60x40cm,5.1
37509,new england mug w gift box,5.1
90142a,green pendant shell necklace,5.09
84803a,pink allium  artificial flower,5.07
22034,robin christmas card,5.02
90135a,orange/fuschia stones necklace,4.98
23649,set 10 cards deck the halls 16960,4.98
90128d,purple leaves and beads phone char,4.97
90128c,green leaves and beads phone charm,4.97
85031b,blossom images scrap book set,4.95
35650,vintage bead pink jewel stand,4.95
90081b,lily brooch white/silver colour,4.95
90127a,pink beads+hand phone charm,4.92
84971l,large heart flowers hook,4.92
84613c,blue new baroque flock candlestick,4.65
79151b,"silicon cube 25w, blue",4.62
71215,metal base for candles,4.62
35817p,pink acrylic jewel snowflake,4.5600000000000005
84206a,3 black cats w hearts blank card,4.56
81950v,flower purple clock with sucker,4.35
84732d,cute rabbit ceature screen,4.29
22199,frying pan red polkadot,4.25
81950v,flower purple clock w/sucker,4.25
20703,blue padded soft mobile,4.25
22218,cake stand lace white,4.25
79157v,ubo-light triobase purple,4.25
20861,gold cosmetic bag pink star,4.2
47016,light decoration battery operated,4.2
22206,"mug , dotcomgiftshop.com",4.17
23391,i love london mini rucksack,4.15
17174,asstd rasta key-chains,3.7800000000000002
44091a,blue crusoe check lampshade,3.78
90128b,blue leaves and beads phone charm,3.76
79192a,retro plastic 70's tray,3.75
37464,robot mug in display box,3.75
90025e,baroque butterfly earrings montana,3.73
90025b,baroque butterfly earrings red,3.73
35271s,gold print paper bag,3.6100000000000003
16010,folding camping scissor w/knif & s,3.5999999999999996
84270,asstd design bubble gum ring,3.5700000000000003
16202a,pastel pink photo album,3.5
90214u,"letter ""u"" bling key ring",3.4799999999999995
79157b,ubo-light triobase blue,3.4
84802a,white anemone artificial flower,3.38
90126a,pink bertie mobile phone charm,3.36
85119,watering can single hook pistachio,3.36
22528,gardeners kneeling pad,3.36
21160,keep out girls door hanger,3.36
23643,set 10 cards christmas bauble 16954,3.33
90187a,blue drop earrings w bead cluster,3.32
10123c,hearts wrapping tape,3.25
47013a,wine bottle dressing lt.blue,3.0399999999999996
23609,set 10 cards snowy robin 17099,2.91
23628,set 10 cards triangle icons  17220,2.91
23602,set 10 cards 3 wise men 17107,2.91
90100,necklace+bracelet set pink daisy,2.55
17028j,incense bazaar peach,2.52
35609a,pink feather christmas decoration,2.51
62096b,purple/turq flowers handbag,2.5
90037a,tiny crystal bracelet red,2.48
84201b,happy birthday card stripey teddy,2.4699999999999998
37330,big polkadot mug,2.34
46115b,green pop art mao cushion cover,2.28
77079,dolphin windmill,2.12
90112,pink dolly hair clips,2.1
85170a,set/6 ivory bird t-light candles,2.1
20860,gold cosmetics bag with butterfly,2.1
21414,scallop shell soap dish,2.1
47579,tea time breakfast basket,2.1
81953b,round blue clock with sucker,2.09
84731,3 birds canvas screen,2.04
22146,easter craft ivy wreath with chick,1.95
22323,pink polkadot kids bag,1.95
21491,set of three vintage gift wraps,1.95
90092,blue crystal boot phone charm,1.66
23664,flower shop design mug,1.65
84550,crochet lilac/red bear keyring,1.65
84206c,champagne tray blank card,1.52
23370,set 36 colouring pencils doiley,1.25
35597a,dusty pink christmas tree 30cm,1.25
84743c,orange felt vase + flowers,1.25
37461,funky monkey mug,1.25
35597b,blackchristmas tree 30cm,1.25
21009,etched glass star tree decoration,1.25
84977,wire flower t-light holder,1.25
84569c,pack 4 flower/butterfly patches,1.25
84990,60 gold and silver fairy cake cases,1.1
84201c,happy birthday card teddy/cake,0.95
84206b,cat with sunglasses blank card,0.95
90084,pink crystal guitar phone charm,0.85
21268,vintage blue tinsel reel,0.84
23366,set 12 colouring pencils doiley,0.65
84227,hen house w chick in nest,0.42
pads,pads to match all cushions,0.003
72803a,?,0.0
20713,found,0.0
23268,lighthouse trading zero invc incorr,0.0
23131,had been put aside,0.0
21192,wrongly marked,0.0
85185b,found in w/hse,0.0
47556b,did  a credit  and did not tick ret,0.0
21621,rcvd be air temp fix for dotcom sit,0.0
21644,check,0.0
72807a,amazon,0.0
16207a,check,0.0
21644,found,0.0
23135,?,0.0
23118,dotcom adjust,0.0
84875d,found,0.0
84279p,found,0.0
17136a,check,0.0
10080,check,0.0
22176,amazon,0.0
85231g,amazon,0.0
17091a,found,0.0
85054,found,0.0
23001,travel card wallet dotcomgiftshop,0.0
23595,adjustment,0.0
22142,check,0.0
22149,check,0.0
22171,?,0.0
22139,amazon,0.0
35968,check,0.0
22606,check,0.0
22925,amazon,0.0
21700,check,0.0
84531b,returned,0.0
85019b,check,0.0
85017c,found,0.0
23579,sale error,0.0
21578,found,0.0
85017c,adjustment,0.0
20832,check,0.0
85107,check?,0.0
85049b,amazon,0.0
85034a,check,0.0
16162m,alan hodge cant mamage this section,0.0
16168m,found,0.0
85127,found,0.0
47593a,found,0.0
72817,dotcomstock,0.0
17109d,adjustment,0.0
20984,found,0.0
20967,amazon adjustment,0.0
47566b,incorrectly credited c550456 see 47,0.0
20754,found,0.0
84988,?,0.0
21804,dotcom,0.0
35598c,found,0.0
85123a,?,0.0
47503h,found,0.0
47503a,check,0.0
21539,check,0.0
20748,found,0.0
21736,adjustment,0.0
22925,check,0.0
23404,check,0.0
23343,came coded as 20713,0.0
21098,had been put aside,0.0
20713,marked as 23343,0.0
21794,adjustment,0.0
21829,adjustment,0.0
85135b,found,0.0
85135b,check,0.0
35600a,found by jackie,0.0
22837,found,0.0
21811,check,0.0
22812,check,0.0
22823,test,0.0
21823,amazon adjust,0.0
21830,damaged,0.0
85135c,found,0.0
82583,amazon,0.0
84507c,adjustment,0.0
82583,fba,0.0
82600,check,0.0
84944,michel oops,0.0
82613a,amazon,0.0
35819b,check,0.0
17012f,check,0.0
84531a,returned,0.0
21888,amazon,0.0
22848,check,0.0
22848,amazon,0.0
21804,check,0.0
21051,found,0.0
72802a,had been put aside.,0.0
22927,amazon,0.0
22759,check,0.0
21915,john lewis,0.0
21937,found,0.0
84944,found,0.0
84929,found,0.0
21868,amazon,0.0
21181,on cargo order,0.0
22759,found,0.0
23084,add stock to allocate online orders,0.0
23084,allocate stock for dotcom orders ta,0.0
23084,for online retail orders,0.0
23084,amazon,0.0
23084,website fixed,0.0
72127,found box,0.0
21181,adjustment,0.0
20665,dotcom,0.0
84050,check,0.0
51020a,adjustment,0.0
22035,taig adjust,0.0
22740,adjustment,0.0
22734,amazon sales,0.0
22734,found,0.0
21992,check,0.0
22734,amazon,0.0
37327,adjustment,0.0
35968,found,0.0
35965,dotcom,0.0
35954,check,0.0
35965,found,0.0
48189,adjustment,0.0
21479,?,0.0
21181,dotcom,0.0
23203,mailout,0.0
22687,adjustment,0.0
46000u,check,0.0
23157,check,0.0
22548,adjustment,0.0
22355,test,0.0
23209,mailout,0.0
21319,adjustment,0.0
23348,check,0.0
23091,check,0.0
23343,wrongly coded 20713,0.0
84659a,check,0.0
21147,found,0.0
21082,found,0.0
22467,wrongly sold (22719) barcode,0.0
21349,check,0.0
22087,amazon,0.0
21174,found,0.0
20713,wrongly coded 23343,0.0
23200,mailout,0.0
20713,wrongly marked 23343,0.0
22687,had been put aside,0.0
22689,had been put aside,0.0
23202,mailout,0.0
84877d,found,0.0
22117,check,0.0
84876b,found,0.0
22121,had been put aside,0.0
22533,check,0.0
22501,found,0.0
gift_0001_20,to push order througha s stock was,0.0
b,adjust bad debt,-11062.06
