category,scientific_name,common_names,conservation_status,is_protected
Vascular Plant,Luzula acuminata,Hairy Woodrush,No Intervention,False
Vascular Plant,Luzula acuminata var. acuminata,Wood-Rush,No Intervention,False
Vascular Plant,Luzula acuminata var. carolinae,Wood-Rush,No Intervention,False
Vascular Plant,Luzula bulbosa,Bulbous Woodrush,No Intervention,False
Vascular Plant,Luzula echinata,"Wood Rush, Wood-Rush",No Intervention,False
Vascular Plant,Luzula multiflora,"Common Woodrush, Wood-Rush",No Intervention,False
Vascular Plant,Aegilops cylindrica,Jointed Goatgrass,No Intervention,False
Vascular Plant,Agrostis capillaris,Rhode Island Bent,No Intervention,False
Vascular Plant,Agrostis elliottiana,"Elliott Bentgrass, Elliott's Bentgrass",No Intervention,False
Vascular Plant,Agrostis gigantea,Redtop,No Intervention,False
Vascular Plant,Agrostis hyemalis,"Hairgrass, Winter Bentgrass",No Intervention,False
Vascular Plant,Agrostis mertensii,Northern Agrostis,No Intervention,False
Vascular Plant,Agrostis perennans,"Perenial Bentgrass, Upland Bent",No Intervention,False
Vascular Plant,Agrostis scabra,"Rough Bentgrass, Rough Hairgrass",No Intervention,False
Vascular Plant,Agrostis stolonifera,Creeping Bentgrass,No Intervention,False
Vascular Plant,Alopecurus carolinianus,"Carolina Foxtail, Tufted Foxtail",No Intervention,False
Vascular Plant,Andropogon gerardii,Big Bluestem,No Intervention,False
Vascular Plant,Andropogon glomeratus,"Bushy Bluestem, Marsh Broomsedge",No Intervention,False
Vascular Plant,Andropogon gyrans var. gyrans,"Elliott Bluestem, Elliott's Bluestem",No Intervention,False
Vascular Plant,Andropogon ternarius,Silver Bluestem,No Intervention,False
Vascular Plant,Andropogon virginicus,"Broom-Sedge, Virginia Broomsedge",No Intervention,False
Vascular Plant,Anthoxanthum odoratum,Sweet Vernal Grass,No Intervention,False
Vascular Plant,Aristida dichotoma var. dichotoma,Churchmouse Threeawn,No Intervention,False
Vascular Plant,Aristida oligantha,Prairie Threeawn,No Intervention,False
Vascular Plant,Aristida purpurascens,Purple Triple-Awned Grass,No Intervention,False
Vascular Plant,Arrhenatherum elatius var. elatius,Tall Oatgrass,No Intervention,False
Vascular Plant,Arthraxon hispidus,Arthraxon Grass,No Intervention,False
Vascular Plant,Arundinaria gigantea ssp. gigantea,Giant Cane,No Intervention,False
Vascular Plant,Arundo donax,Giantreed,No Intervention,False
Vascular Plant,Avena sativa,"Cultivated Oat, Oats",No Intervention,False
Vascular Plant,Brachyelytrum erectum,"Bearded Short-Husk, Common Shorthusk",No Intervention,False
Vascular Plant,Brachyelytrum septentrionale,Northern Shorthusk,No Intervention,False
Vascular Plant,Bromus ciliatus,Fringed Brome,No Intervention,False
Vascular Plant,Bromus commutatus,"Common Brome Grass, Hairy Brome",No Intervention,False
Vascular Plant,Bromus hordeaceus ssp. hordeaceus,Soft Brome,No Intervention,False
Vascular Plant,Bromus inermis,"Awnless Brome, Brome Grass",No Intervention,False
Vascular Plant,Bromus japonicus,"Japanese Brome, Japanese Chess",No Intervention,False
Vascular Plant,Bromus kalmii,Hairy Wood Brome Grass,No Intervention,False
Vascular Plant,Bromus latiglumis,Earlyleaf Brome,No Intervention,False
Vascular Plant,Bromus pubescens,Native Brome Grass,No Intervention,False
Vascular Plant,Bromus racemosus,Brome Grass,No Intervention,False
Vascular Plant,Bromus secalinus,"Cheat Grass, Rye Brome",No Intervention,False
Vascular Plant,Bromus tectorum,"Bromegrass, Cheat Grass",No Intervention,False
Vascular Plant,Calamagrostis cainii,"Cain's Reed-Bent Grass, Cain's Reed-Grass",Species of Concern,True
Vascular Plant,Calamagrostis canadensis,Bluejoint,No Intervention,False
Vascular Plant,Calamagrostis cinnoides,"Nuttall's Small-Reedgrass, Reed-Bent Grass",No Intervention,False
Vascular Plant,Calamagrostis coarctata,Arctic Reedgrass,No Intervention,False
Vascular Plant,Chasmanthium latifolium,"Broad-Leaved Spanglegrass, Indian Sea-Oats",No Intervention,False
Vascular Plant,Chasmanthium laxum,Slender Woodoats,No Intervention,False
Vascular Plant,Chasmanthium laxum ssp. sessiliflorum,Sessil-Leaved Spanglegrass,No Intervention,False
Vascular Plant,Chasmanthium laxum var. laxum,Nodding Spanglegrass,No Intervention,False
Vascular Plant,Chasmanthium laxum var. sessiliflorum,Slender Woodoats,No Intervention,False
Vascular Plant,Chasmanthium sessiliflorum,"Longleaf Spikegrass, Longleaf Woodoats",No Intervention,False
Vascular Plant,Cinna arundinacea,"Reedgrass, Stout Wood Reed-Grass",No Intervention,False
Vascular Plant,Cinna latifolia,"Slender Wood Reedgrass, Woodreed",No Intervention,False
Vascular Plant,Cynodon dactylon,"Bermuda Grass, Bermuda-Grass",No Intervention,False
Vascular Plant,Cynosurus cristatus,Crested Dogstailgrass,No Intervention,False
Vascular Plant,Dactylis glomerata,Orchard Grass,No Intervention,False
Vascular Plant,Danthonia compressa,"Flattened Oatgrass, Mountain Oat Grass",No Intervention,False
Vascular Plant,Danthonia epilis,Oat Grass,No Intervention,False
Vascular Plant,Danthonia sericea,"Downy Oat Grass, Silky Oat-Grass",No Intervention,False
Vascular Plant,Danthonia spicata,"Poverty Grass, Poverty Oat-Grass",No Intervention,False
Vascular Plant,Deschampsia flexuosa,Wavy Hairgrass,No Intervention,False
Vascular Plant,Diarrhena americana,American Beakgrain,No Intervention,False
Vascular Plant,Dichanthelium acuminatum var. acuminatum,Tapered Rosette Grass,Species of Concern,True
Vascular Plant,Dichanthelium acuminatum var. fasciculatum,Woolly Panic Grass,No Intervention,False
Vascular Plant,Dichanthelium acuminatum var. lindheimeri,Lindheimer Panicgrass,No Intervention,False
Vascular Plant,Dichanthelium boscii,"Bosc's Witchgrass, Panic Grass",No Intervention,False
Vascular Plant,Dichanthelium clandestinum,"Deer-Tongue Witchgrass, Panic Grass",No Intervention,False
Vascular Plant,Dichanthelium commutatum,Common Panic Grass,No Intervention,False
Vascular Plant,Dichanthelium depauperatum,"Green Panic-Grass, Panic Grass",No Intervention,False
Vascular Plant,Dichanthelium dichotomum var. dichotomum,Small Panic Grass,No Intervention,False
Vascular Plant,Dichanthelium dichotomum var. ensifolium,Cypress Panicgrass,No Intervention,False
Vascular Plant,Dichanthelium latifolium,Broad-Leaved Panic Grass,No Intervention,False
Vascular Plant,Dichanthelium laxiflorum,"Lax-Flower Witchgrass, Panic Grass",No Intervention,False
Vascular Plant,Dichanthelium linearifolium,Panic Grass,No Intervention,False
Vascular Plant,Dichanthelium longiligulatum,"Coastal-Plain Witchgrass, Long-Ligule Panic Grass",No Intervention,False
Vascular Plant,Dichanthelium meridionale,Southern Panic Grass,No Intervention,False
Vascular Plant,Dichanthelium sabulorum var. thinium,Small Panic Grass,No Intervention,False
Vascular Plant,Dichanthelium scabriusculum,Panic Grass,No Intervention,False
Vascular Plant,Dichanthelium scoparium,"Broom Panic Grass, Velvet Panic Grass",No Intervention,False
Vascular Plant,Dichanthelium sphaerocarpon,Roundfruit Panic Grass,No Intervention,False
Vascular Plant,Dichanthelium sphaerocarpon var. isophyllum,Panic Grass,No Intervention,False
Vascular Plant,Dichanthelium sphaerocarpon var. sphaerocarpon,Panic Grass,No Intervention,False
Vascular Plant,Dichanthelium villosissimum var. villosissimum,Panic Grass,No Intervention,False
Vascular Plant,Digitaria ciliaris,Southern Crabgrass,No Intervention,False
Vascular Plant,Digitaria filiformis,"Crabgrass, Slender Crabgrass",No Intervention,False
Vascular Plant,Digitaria ischaemum,Smooth Crabgrass,No Intervention,False
Vascular Plant,Digitaria sanguinalis,"Crabgrass, Hairy Crabgrass",No Intervention,False
Vascular Plant,Digitaria violascens,Violet Crabgrass,No Intervention,False
Vascular Plant,Echinochloa colona,"Barnyard Grass, Jungle-Rice",No Intervention,False
Vascular Plant,Echinochloa crus-galli,Barnyard Grass,No Intervention,False
Vascular Plant,Echinochloa muricata var. muricata,Barnyard Grass,No Intervention,False
Vascular Plant,Eleusine indica,"India Goosegrass, Wiregrass",No Intervention,False
Vascular Plant,Elymus hystrix var. hystrix,Eastern Bottlebrush Grass,No Intervention,False
Vascular Plant,Elymus repens,Quackgrass,No Intervention,False
Vascular Plant,Elymus riparius,"River Wild-Rye, Wild Rye",No Intervention,False
Vascular Plant,Elymus villosus,Hairy Wildrye,No Intervention,False
Vascular Plant,Elymus virginicus var. virginicus,Virginia Wildrye,No Intervention,False
Vascular Plant,Elytrigia repens var. repens,Witch Grass,No Intervention,False
Vascular Plant,Eragrostis capillaris,Fine Lovegrass,No Intervention,False
Vascular Plant,Eragrostis cilianensis,Stinkgrass,No Intervention,False
Vascular Plant,Eragrostis curvula,"South African Lovegrass, Weeping Lovegrass",No Intervention,False
Vascular Plant,Eragrostis frankii,"Franks Love-Grass, Small Lovegrass",No Intervention,False
Vascular Plant,Eragrostis hirsuta,Lovegrass,No Intervention,False
Vascular Plant,Eragrostis hypnoides,"Creeping Lovegrass, Teal Love Grass",No Intervention,False
Vascular Plant,Eragrostis pilosa,Indian Lovegrass,No Intervention,False
Vascular Plant,Eragrostis spectabilis,"Purple Love-Grass, Tumblegrass",No Intervention,False
Vascular Plant,Festuca filiformis,Fineleaf Sheep Fescue,No Intervention,False
Vascular Plant,Festuca ovina,Ovina Fescue,No Intervention,False
Vascular Plant,Festuca paradoxa,Clustered Fescue,No Intervention,False
Vascular Plant,Festuca rubra,Red Fescue,No Intervention,False
Vascular Plant,Festuca subverticillata,"Nodding Fescue, Woodland Fescue",No Intervention,False
Vascular Plant,Glyceria melicaria,"Slender Manna Grass, Wood Mannagrass",No Intervention,False
Vascular Plant,Glyceria nubigena,Smoky Mountain Mannagrass,Species of Concern,True
Vascular Plant,Glyceria striata,"Fowl Manna-Grass, Striate Mannagrass",No Intervention,False
Vascular Plant,Gymnopogon ambiguus,Bearded Skeletongrass,No Intervention,False
Vascular Plant,Holcus lanatus,"Common Velvet Grass, Velvetgrass",No Intervention,False
Vascular Plant,Hordeum pusillum,Little Barley,No Intervention,False
Vascular Plant,Hordeum vulgare,Common Barley,No Intervention,False
Vascular Plant,Leersia hexandra,Southern Cutgrass,No Intervention,False
Vascular Plant,Leersia oryzoides,Rice Cutgrass,No Intervention,False
Vascular Plant,Leersia virginica,Virginia Cutgrass,No Intervention,False
Vascular Plant,Leptochloa panicea ssp. brachiata,Mucronate Sprangeltop,No Intervention,False
Vascular Plant,Lolium arundinaceum,Tall Fescue,No Intervention,False
Vascular Plant,Lolium perenne,Perennial Ryegrass,No Intervention,False
Vascular Plant,Lolium perenne ssp. multiflorum,Italian Ryegrass,No Intervention,False
Vascular Plant,Lolium perenne ssp. perenne,Perennial Ryegrass,No Intervention,False
Vascular Plant,Lolium pratense,"Meadow Fescue, Meadow Ryegrass",No Intervention,False
Vascular Plant,Melica mutica,"Narrow Melic Grass, Melic Grass",No Intervention,False
Vascular Plant,Microstegium vimineum,"Microstegium, Japanese Grass",No Intervention,False
Vascular Plant,Milium effusum,"Millet-Grass, Wild Millet",No Intervention,False
Vascular Plant,Miscanthus sinensis,Miscanthus,No Intervention,False
Vascular Plant,Muhlenbergia capillaris,Hairawn Muhly,No Intervention,False
Vascular Plant,Muhlenbergia frondosa,"Muhly, Wirestem Muhly",No Intervention,False
Vascular Plant,Muhlenbergia schreberi,"Drop-Seed, Schreber Muhly",No Intervention,False
Vascular Plant,Muhlenbergia sylvatica,Woodland Muhly,No Intervention,False
Vascular Plant,Muhlenbergia tenuiflora,"Muhly, Slender Muhly",No Intervention,False
Vascular Plant,Panicum anceps,Panic Grass,No Intervention,False
Vascular Plant,Panicum capillare,"Old Witch Panic-Grass, Panic Grass",No Intervention,False
Vascular Plant,Panicum dichotomiflorum,"Large Panic Grass, Spreading Panic-Grass",No Intervention,False
Vascular Plant,Panicum flexile,Wiry Panicgrass,No Intervention,False
Vascular Plant,Panicum gattingeri,"Gattinger Panic Grass, Panic Grass",No Intervention,False
Vascular Plant,Panicum miliaceum,Millet,No Intervention,False
Vascular Plant,Panicum philadelphicum,Philadelphia Panic Grass,No Intervention,False
Vascular Plant,Panicum rigidulum,"Redtop Panicgrass, Redtop Panicum",No Intervention,False
Vascular Plant,Panicum rigidulum var. elongatum,"Stalked-Fruit Panic Grass, Tall Flat Panic-Grass",No Intervention,False
Vascular Plant,Panicum rigidulum var. pubescens,Long-Leaved Panic Grass,No Intervention,False
Vascular Plant,Panicum rigidulum var. rigidulum,Redtop Panicum,No Intervention,False
Vascular Plant,Panicum verrucosum,"Tuberculate Panic Grass, Warty Panic Grass",No Intervention,False
Vascular Plant,Panicum virgatum,"Old Switch Panic Grass, Panic Grass",No Intervention,False
Vascular Plant,Paspalum boscianum,Bull Crowngrass,No Intervention,False
Vascular Plant,Paspalum dilatatum,"Dallasgrass, Dallis-Grass",No Intervention,False
Vascular Plant,Paspalum floridanum,Florida Paspalum,No Intervention,False
Vascular Plant,Paspalum laeve,Field Paspalum,No Intervention,False
Vascular Plant,Paspalum pubiflorum var. glabrum,"Hairy-Seed Paspalum, Paspalum",No Intervention,False
Vascular Plant,Paspalum setaceum,Thin Paspalum,No Intervention,False
Vascular Plant,Paspalum urvillei,"Vasey Grass, Vasey-Grass",No Intervention,False
Vascular Plant,Phalaris arundinacea,Reed Canary Grass,No Intervention,False
Vascular Plant,Phleum pratense,"Common Timothy, Meadow Timothy",No Intervention,False
Vascular Plant,Piptochaetium avenaceum,"Blackseed Needlegrass, Needlegrass",No Intervention,False
Vascular Plant,Poa alsodes,"Grove Meadow Grass, Wood Bluegrass",No Intervention,False
Vascular Plant,Poa annua,"Annual Blue Grass, Annual Bluegrass",No Intervention,False
Vascular Plant,Poa autumnalis,Autumn Bluegrass,No Intervention,False
Vascular Plant,Poa chapmaniana,"Chapman Bluegrass, Chapman's Bluegrass",No Intervention,False
Vascular Plant,Poa compressa,"Canada Bluegrass, Canada Bluegrass, Wiregrass",No Intervention,False
Vascular Plant,Poa cuspidata,"Bluegrass, Woodland Bluegrass",No Intervention,False
Vascular Plant,Poa paludigena,Bog Bluegrass,Species of Concern,True
Vascular Plant,Poa palustris,"Fowl Bluegrass, Marsh Bluegrass",No Intervention,False
Vascular Plant,Poa pratensis,"Junegrass, Kentucky Bluegrass",No Intervention,False
Vascular Plant,Poa saltuensis,"A Bluegrass, Bluegrass",No Intervention,False
Vascular Plant,Poa sylvestris,Woodland Bluegrass,No Intervention,False
Vascular Plant,Poa trivialis,"Bluegrass, Scribner Bluegrass",No Intervention,False
Vascular Plant,Saccharum alopecuroidum,Beardgrass,No Intervention,False
Vascular Plant,Saccharum giganteum,"Sugar Cane Plumegrass, Tall Beardgrass",No Intervention,False
Vascular Plant,Sasa palmata,Broadleaf Bamboo,No Intervention,False
Vascular Plant,Schizachyrium scoparium var. scoparium,Little Bluestem,No Intervention,False
Vascular Plant,Secale cereale,"Cultivated Rye, Rye",No Intervention,False
Vascular Plant,Setaria faberi,Foxtail,No Intervention,False
Vascular Plant,Setaria italica,Italian Foxtail,No Intervention,False
Vascular Plant,Setaria parviflora,"Bent Foxtail, Bristly Foxtail",No Intervention,False
Vascular Plant,Setaria pumila,Glaucous Foxtail,No Intervention,False
Vascular Plant,Setaria viridis,"Green Bristle Grass, Green Foxtail",No Intervention,False
Vascular Plant,Setaria viridis var. major,Green Bristlegrass,No Intervention,False
Vascular Plant,Setaria viridis var. viridis,Green Bristlegrass,No Intervention,False
Vascular Plant,Sorghastrum elliottii,"Long-Bristled Indian-Grass, Smaller Indian Grass",No Intervention,False
Vascular Plant,Sorghastrum nutans,"Indian Grass, Yellow Indian-Grass",No Intervention,False
Vascular Plant,Sorghum bicolor,"Black Amber, Broomcorn, Broom-Corn, Chicken Corn, Shatter Cane, Shattercane, Sorghum, Wild Cane",No Intervention,False
Vascular Plant,Sorghum halepense,Johnson Grass,No Intervention,False
Vascular Plant,Sphenopholis intermedia,Sphenopholis,No Intervention,False
Vascular Plant,Sphenopholis nitida,"Shining Sphenopholis, Shiny Wedge Grass",No Intervention,False
Vascular Plant,Sphenopholis obtusata,"Blunt Sphenopholis, Prairie Wedgegrass",No Intervention,False
Vascular Plant,Sphenopholis pensylvanica,"Swamp Wedgescale, Trisetum",No Intervention,False
Vascular Plant,Sporobolus clandestinus,Rough Dropseed,No Intervention,False
Vascular Plant,Sporobolus compositus var. compositus,Dropseed,No Intervention,False
Vascular Plant,Sporobolus indicus,Smutgrass,No Intervention,False
Vascular Plant,Sporobolus indicus var. indicus,Smut Grass,No Intervention,False
Vascular Plant,Sporobolus vaginiflorus var. ozarkanus,Ozark Dropseed,No Intervention,False
Vascular Plant,Tridens flavus,"Purpletop Tridens, Tall Purple-Top Fluffgrass",No Intervention,False
Vascular Plant,Tridens flavus var. chapmanii,Chapman's Purple Top,No Intervention,False
Vascular Plant,Tridens flavus var. flavus,Purple Top,No Intervention,False
Vascular Plant,Tripsacum dactyloides,Eastern Gamma Grass,No Intervention,False
Vascular Plant,Triticum aestivum,"Cultivated Wheat, Wheat",No Intervention,False
Vascular Plant,Uniola laxa,Slender Spikegrass,No Intervention,False
Vascular Plant,Vulpia bromoides,Fescue,No Intervention,False
